컬렉션명,페이지_수,쿼리,평균_총_시간_ms,평균_검색_시간_ms,평균_임베딩_시간_ms
collection_0058_57000pages,57000,딥러닝 모델의 성능 향상 방법,26.437680004164577,4.540179995819926,21.896960004232824
collection_0058_57000pages,57000,자연어 처리 기술,19.02785998536274,2.704100008122623,16.32341998629272
collection_0058_57000pages,57000,컴퓨터 비전 알고리즘,19.5538199855946,2.812120004091412,16.741379990708083
collection_0058_57000pages,57000,강화학습 기법,18.99110001977533,3.0138200032524765,15.976920013781637
collection_0058_57000pages,57000,신경망 아키텍처,21.107379987370223,2.896659984253347,18.21020001079887
collection_0059_58000pages,58000,딥러닝 모델의 성능 향상 방법,30.726920010056347,3.9011199958622456,26.825200021266937
collection_0059_58000pages,58000,자연어 처리 기술,19.06782001024112,3.754580020904541,15.312839986290783
collection_0059_58000pages,58000,컴퓨터 비전 알고리즘,17.984199977945536,2.793139999266714,15.190779988188297
collection_0059_58000pages,58000,강화학습 기법,20.357100025285035,3.3483200008049607,17.008440021891147
collection_0059_58000pages,58000,신경망 아키텍처,20.43408000608906,2.984700014349073,17.44901998899877
