컬렉션명,페이지_수,쿼리,Recall_5_평균,Recall_5_표준편차,Recall_10_평균,Recall_10_표준편차,Brute_Force_시간_ms,HNSW_시간_ms
collection_0044_43000pages,43000,신경망 아키텍처,0.6,0.0,0.6,0.0,2816.4751529693604,0.0
collection_0045_44000pages,44000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3046.9648043314614,14.267444610595703
collection_0045_44000pages,44000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.5,0.0,3179.4865926106772,7.329305013020833
collection_0045_44000pages,44000,컴퓨터 비전 알고리즘,1.0,0.0,0.9,0.0,3063.788970311483,6.893237431844075
collection_0045_44000pages,44000,강화학습 기법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,2914.7465229034424,0.0
collection_0045_44000pages,44000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,2938.632885615031,3.2269954681396484
collection_0046_45000pages,45000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3197.175661722819,10.596354802449545
collection_0046_45000pages,45000,자연어 처리 기술,0.6,0.0,0.6,0.0,3074.3271509806314,5.297342936197917
collection_0046_45000pages,45000,컴퓨터 비전 알고리즘,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,3040.0288899739585,2.760648727416992
collection_0046_45000pages,45000,강화학습 기법,1.0,0.0,1.0,0.0,3190.89412689209,2.3320515950520835
collection_0046_45000pages,45000,신경망 아키텍처,0.6,0.0,0.6,0.0,2999.2509682973227,7.585922876993815
collection_0047_46000pages,46000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.9,0.0,3269.850015640259,17.90960629781087
collection_0047_46000pages,46000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3086.418946584066,10.674397150675455
collection_0047_46000pages,46000,컴퓨터 비전 알고리즘,1.0,0.0,0.9,0.0,3068.5087045033774,12.525796890258789
collection_0047_46000pages,46000,강화학습 기법,1.0,0.0,1.0,0.0,3055.6082725524902,1.8414656321207683
collection_0047_46000pages,46000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3074.6212800343833,8.513053258260092
collection_0048_47000pages,47000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3345.419406890869,10.66128412882487
collection_0048_47000pages,47000,자연어 처리 기술,0.6,0.0,0.6,0.0,3171.1339155832925,3.068208694458008
collection_0048_47000pages,47000,컴퓨터 비전 알고리즘,1.0,0.0,0.9,0.0,3174.185355504354,3.0105908711751304
collection_0048_47000pages,47000,강화학습 기법,1.0,0.0,0.9,0.0,3121.3560104370117,2.0089944203694663
collection_0048_47000pages,47000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3151.6098976135254,5.657513936360677
collection_0049_48000pages,48000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3285.122791926066,10.557810465494791
collection_0049_48000pages,48000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3204.533576965332,0.0
collection_0049_48000pages,48000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3293.2382424672446,1.8682479858398438
collection_0049_48000pages,48000,강화학습 기법,1.0,0.0,1.0,0.0,3231.8570613861084,0.0
collection_0049_48000pages,48000,신경망 아키텍처,0.6,0.0,0.6,0.0,3243.1495984395347,0.0
collection_0050_49000pages,49000,딥러닝 모델의 성능 향상 방법,1.0,0.0,0.9,0.0,3535.2705319722495,21.083354949951172
collection_0050_49000pages,49000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3294.9198881785073,0.0
collection_0050_49000pages,49000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3294.906218846639,4.552364349365234
collection_0050_49000pages,49000,강화학습 기법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3257.9731146494546,0.0
collection_0050_49000pages,49000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3324.7971534729004,0.0
collection_0051_50000pages,50000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.9,0.0,3426.4716307322183,14.494736989339193
collection_0051_50000pages,50000,자연어 처리 기술,0.4000000000000001,5.551115123125783e-17,0.4000000000000001,5.551115123125783e-17,3363.0332152048745,3.522793451944987
collection_0051_50000pages,50000,컴퓨터 비전 알고리즘,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,3456.60392443339,7.767995198567708
collection_0051_50000pages,50000,강화학습 기법,1.0,0.0,1.0,0.0,3429.152170817057,10.490655899047852
collection_0051_50000pages,50000,신경망 아키텍처,0.6,0.0,0.6999999999999998,1.1102230246251565e-16,3430.4686387379966,0.0
collection_0052_51000pages,51000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3584.2901865641275,10.587215423583984
collection_0052_51000pages,51000,자연어 처리 기술,0.6,0.0,0.5,0.0,3382.159948348999,0.0
collection_0052_51000pages,51000,컴퓨터 비전 알고리즘,1.0,0.0,0.6999999999999998,1.1102230246251565e-16,3498.9615281422934,10.716517766316732
collection_0052_51000pages,51000,강화학습 기법,1.0,0.0,1.0,0.0,3461.1488978068032,5.330324172973633
collection_0052_51000pages,51000,신경망 아키텍처,0.6,0.0,0.6,0.0,3551.161527633667,3.746509552001953
collection_0053_52000pages,52000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3612.3791535695395,21.201451619466145
collection_0053_52000pages,52000,자연어 처리 기술,0.6,0.0,0.5,0.0,3490.8998012542725,1.706838607788086
collection_0053_52000pages,52000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3578.6983966827393,5.131244659423828
collection_0053_52000pages,52000,강화학습 기법,1.0,0.0,1.0,0.0,3566.168785095215,4.733482996622722
collection_0053_52000pages,52000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3523.115317026774,0.0
collection_0054_53000pages,53000,딥러닝 모델의 성능 향상 방법,1.0,0.0,1.0,0.0,3831.1169942220054,15.8234437306722
collection_0054_53000pages,53000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3660.994211832682,4.037141799926758
collection_0054_53000pages,53000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3593.330462773641,7.392485936482747
collection_0054_53000pages,53000,강화학습 기법,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3511.3826592763266,0.0
collection_0054_53000pages,53000,신경망 아키텍처,0.6,0.0,0.5,0.0,3545.1571146647134,2.508401870727539
collection_0055_54000pages,54000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3646.068970362345,12.401739756266275
collection_0055_54000pages,54000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3808.6658318837485,8.565982182820639
collection_0055_54000pages,54000,컴퓨터 비전 알고리즘,0.6,0.0,0.6,0.0,3636.0320250193276,0.0
collection_0055_54000pages,54000,강화학습 기법,1.0,0.0,0.9,0.0,3688.773234685262,2.6705265045166016
collection_0055_54000pages,54000,신경망 아키텍처,0.6,0.0,0.6999999999999998,1.1102230246251565e-16,3634.034792582194,1.6805330912272136
collection_0056_55000pages,55000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3819.4687366485596,20.95659573872884
collection_0056_55000pages,55000,자연어 처리 기술,0.6,0.0,0.4000000000000001,5.551115123125783e-17,3726.4854113260903,8.856852849324545
collection_0056_55000pages,55000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3793.4083143870034,5.311171213785808
collection_0056_55000pages,55000,강화학습 기법,0.8000000000000002,1.1102230246251565e-16,0.9,0.0,3839.9698734283447,3.342151641845703
collection_0056_55000pages,55000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3693.678617477417,0.0
collection_0057_56000pages,56000,딥러닝 모델의 성능 향상 방법,1.0,0.0,0.9,0.0,3826.960881551107,17.148415247599285
collection_0057_56000pages,56000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.5,0.0,3863.8126055399575,14.584859212239584
collection_0057_56000pages,56000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3836.8451595306396,8.553822835286459
collection_0057_56000pages,56000,강화학습 기법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,3901.9152323404946,1.336971918741862
collection_0057_56000pages,56000,신경망 아키텍처,0.6,0.0,0.6999999999999998,1.1102230246251565e-16,3790.095567703247,5.281527837117513
collection_0058_57000pages,57000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.8000000000000002,1.1102230246251565e-16,4009.471257527669,13.139645258585611
collection_0058_57000pages,57000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.5,0.0,3825.472672780355,8.105913798014322
collection_0058_57000pages,57000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.9,0.0,3968.0976072947183,0.0
collection_0058_57000pages,57000,강화학습 기법,0.6,0.0,0.6999999999999998,1.1102230246251565e-16,3833.263715108236,3.206968307495117
collection_0058_57000pages,57000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,3855.642477671305,2.0031134287516275
collection_0059_58000pages,58000,딥러닝 모델의 성능 향상 방법,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,4134.847005208333,21.94372812906901
collection_0059_58000pages,58000,자연어 처리 기술,0.8000000000000002,1.1102230246251565e-16,0.6,0.0,4044.4852511088056,1.999934514363607
collection_0059_58000pages,58000,컴퓨터 비전 알고리즘,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,4036.1456871032715,4.3095747629801435
collection_0059_58000pages,58000,강화학습 기법,1.0,0.0,1.0,0.0,3861.2403869628906,5.310853322347005
collection_0059_58000pages,58000,신경망 아키텍처,0.8000000000000002,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,3991.2890593210855,1.2497107187906902
